id,similarity_to_gt,added_lines,removed_lines,total_edit_lines,ok_braces,no_unsafe_calls,llm_verdict,llm_confidence,final_score,prompt_chars,output_chars,minimality_score,exact_match,is_safe,is_unclear,is_unsafe,validity_score,prompt_tokens_est,output_tokens_est
187878,0.4795157280294022,118,130,248,True,True,UNCLEAR,0.7,2.35,4325,4453,0.004016064257028112,False,False,True,False,1.35,1081.25,1113.25
180481,0.3813953488372093,6,1,7,True,True,UNCLEAR,0.5,2.25,706,174,0.125,False,False,True,False,1.25,176.5,43.5
182241,0.775,41,39,80,True,True,UNSAFE,0.8,0.3999999999999999,1538,1229,0.012345679012345678,False,False,False,True,1.0,384.5,307.25
179001,0.6736842105263158,10,3,13,True,True,SAFE,1.0,4.0,874,485,0.07142857142857142,False,True,False,False,3.0,218.5,121.25
180456,0.0271828665568369,66,16,82,True,True,UNCLEAR,0.0,2.0,956,2368,0.012048192771084338,False,False,True,False,1.0,239.0,592.0
183963,0.1476190476190476,4,2,6,True,True,UNCLEAR,0.5,2.25,785,205,0.14285714285714285,False,False,True,False,1.25,196.25,51.25
178278,0.7464788732394366,4,2,6,True,True,UNSAFE,0.8,0.3999999999999999,732,89,0.14285714285714285,False,False,False,True,1.0,183.0,22.25
178989,0.9970635120396006,2,0,2,True,True,SAFE,1.0,4.0,6565,5977,0.3333333333333333,False,True,False,False,3.0,1641.25,1494.25
181718,0.9242192103712432,14,4,18,True,True,SAFE,1.0,4.0,4469,4347,0.05263157894736842,False,True,False,False,3.0,1117.25,1086.75
184708,0.6941747572815534,5,2,7,True,True,UNCLEAR,0.5,2.25,698,222,0.125,False,False,True,False,1.25,174.5,55.5
178286,0.3807615230460922,3,1,4,True,True,SAFE,1.0,4.0,1050,404,0.2,False,True,False,False,3.0,262.5,101.0
184019,0.9557608167233836,7,4,11,True,True,SAFE,1.0,4.0,1601,1050,0.08333333333333333,False,True,False,False,3.0,400.25,262.5
182219,0.3666921313980137,10,4,14,True,True,SAFE,1.0,4.0,1796,1368,0.06666666666666667,False,True,False,False,3.0,449.0,342.0
182233,0.887270520406615,9,22,31,True,True,UNCLEAR,0.8,2.4,4114,3022,0.03125,False,False,True,False,1.4,1028.5,755.5
181740,0.956498673740053,8,0,8,True,True,SAFE,1.0,4.0,5944,5697,0.1111111111111111,False,True,False,False,3.0,1486.0,1424.25
186340,0.9838895281933256,4,2,6,True,True,SAFE,1.0,4.0,2302,1754,0.14285714285714285,False,True,False,False,3.0,575.5,438.5
179511,0.2738386308068459,13,11,24,True,True,SAFE,1.0,4.0,916,371,0.04,False,True,False,False,3.0,229.0,92.75
184698,0.8620689655172413,8,1,9,True,True,UNCLEAR,0.8,2.4,1483,1118,0.1,False,False,True,False,1.4,370.75,279.5
180372,0.7467362924281984,11,9,20,True,True,UNCLEAR,0.6,2.3,868,218,0.047619047619047616,False,False,True,False,1.3,217.0,54.5
188395,0.1672597864768683,11,2,13,True,True,SAFE,1.0,4.0,720,162,0.07142857142857142,False,True,False,False,3.0,180.0,40.5
180489,0.4767030601260956,75,67,142,True,True,UNCLEAR,0.5,2.25,3398,3697,0.006993006993006993,False,False,True,False,1.25,849.5,924.25
184022,0.9034883720930232,16,11,27,True,True,SAFE,1.0,4.0,1424,890,0.03571428571428571,False,True,False,False,3.0,356.0,222.5
179514,0.975696502667457,3,1,4,True,True,SAFE,1.0,4.0,2218,1668,0.2,False,True,False,False,3.0,554.5,417.0
184700,0.4261363636363636,5,2,7,True,True,UNCLEAR,0.5,2.25,792,277,0.125,False,False,True,False,1.25,198.0,69.25
182234,0.9963843541141668,4,2,6,True,True,SAFE,1.0,4.0,5058,4565,0.14285714285714285,False,True,False,False,3.0,1264.5,1141.25
184314,0.4776119402985074,4,0,4,True,True,UNCLEAR,0.0,2.0,602,153,0.2,False,False,True,False,1.0,150.5,38.25
180449,0.4023668639053254,2,0,2,True,True,UNCLEAR,0.5,2.25,741,135,0.3333333333333333,False,False,True,False,1.25,185.25,33.75
182238,0.9888052106655812,4,2,6,True,False,SAFE,1.0,3.0,2979,2459,0.14285714285714285,False,True,False,False,3.0,744.75,614.75
179017,0.5872641509433962,9,1,10,True,True,SAFE,1.0,4.0,868,522,0.09090909090909091,False,True,False,False,3.0,217.0,130.5
180355,0.4727954971857411,20,4,24,True,True,UNCLEAR,0.0,2.0,822,380,0.04,False,False,True,False,1.0,205.5,95.0
186335,0.6722513089005235,9,4,13,True,True,SAFE,1.0,4.0,936,510,0.07142857142857142,False,True,False,False,3.0,234.0,127.5
186347,0.4773175542406311,15,5,20,True,True,UNCLEAR,0.5,2.25,979,613,0.047619047619047616,False,False,True,False,1.25,244.75,153.25
188567,0.7874465049928673,11,9,20,True,True,SAFE,1.0,4.0,946,306,0.047619047619047616,False,True,False,False,3.0,236.5,76.5
186722,0.6609071274298056,9,1,10,True,True,UNCLEAR,0.6,2.3,681,260,0.09090909090909091,False,False,True,False,1.3,170.25,65.0
180443,0.3975903614457831,2,0,2,True,True,UNCLEAR,0.5,2.25,739,133,0.3333333333333333,False,False,True,False,1.25,184.75,33.25
183967,0.4515272244355909,7,3,10,True,True,SAFE,1.0,4.0,965,434,0.09090909090909091,False,True,False,False,3.0,241.25,108.5
188291,0.2769230769230769,6,0,6,True,True,UNCLEAR,0.5,2.25,715,168,0.14285714285714285,False,False,True,False,1.25,178.75,42.0
183965,0.9390154298310066,8,6,14,True,True,SAFE,1.0,4.0,1274,695,0.06666666666666667,False,True,False,False,3.0,318.5,173.75
186729,0.6576,14,10,24,True,True,SAFE,1.0,4.0,1118,675,0.04,False,True,False,False,3.0,279.5,168.75
180469,0.7431192660550459,5,3,8,True,True,SAFE,1.0,4.0,916,322,0.1111111111111111,False,True,False,False,3.0,229.0,80.5
184316,0.6649180327868852,15,12,27,True,True,SAFE,1.0,4.0,2248,1771,0.03571428571428571,False,True,False,False,3.0,562.0,442.75
184014,0.973293768545994,10,7,17,True,True,SAFE,1.0,4.0,1927,1362,0.05555555555555555,False,True,False,False,3.0,481.75,340.5
182227,0.9012485811577752,8,2,10,True,True,SAFE,1.0,4.0,1374,921,0.09090909090909091,False,True,False,False,3.0,343.5,230.25
181776,0.8788271066020411,50,39,89,False,True,UNCLEAR,0.5,1.25,16607,16941,0.011111111111111112,False,False,True,False,0.25,4151.75,4235.25
184711,0.7931879441313403,6,4,10,True,True,SAFE,1.0,4.0,3952,3455,0.09090909090909091,False,True,False,False,3.0,988.0,863.75
188377,0.5475285171102662,5,0,5,True,True,SAFE,1.0,4.0,777,191,0.16666666666666666,False,True,False,False,3.0,194.25,47.75
184310,0.7637795275590551,8,4,12,True,True,SAFE,1.0,4.0,1576,1086,0.07692307692307693,False,True,False,False,3.0,394.0,271.5
180377,0.9800173761946134,3,0,3,True,True,UNCLEAR,0.5,2.25,3532,2891,0.25,False,False,True,False,1.25,883.0,722.75
184707,0.5446009389671361,7,2,9,True,True,UNCLEAR,0.5,2.25,671,280,0.1,False,False,True,False,1.25,167.75,70.0
186730,0.8568207440811725,13,11,24,True,True,SAFE,1.0,4.0,979,453,0.04,False,True,False,False,3.0,244.75,113.25
184017,0.9333333333333332,12,7,19,True,True,SAFE,1.0,4.0,2558,2145,0.05,False,True,False,False,3.0,639.5,536.25
184027,0.8601294176207068,10,7,17,True,True,SAFE,1.0,4.0,1565,1038,0.05555555555555555,False,True,False,False,3.0,391.25,259.5
183944,0.6186046511627907,10,3,13,True,True,UNCLEAR,0.5,2.25,701,240,0.07142857142857142,False,False,True,False,1.25,175.25,60.0
180463,0.8328611898016998,5,3,8,True,True,SAFE,1.0,4.0,776,167,0.1111111111111111,False,True,False,False,3.0,194.0,41.75
184026,0.948301329394387,9,6,15,True,True,SAFE,1.0,4.0,1578,1047,0.0625,False,True,False,False,3.0,394.5,261.75
188410,0.2412451361867704,5,0,5,True,True,UNCLEAR,0.5,2.25,753,226,0.16666666666666666,False,False,True,False,1.25,188.25,56.5
178273,0.2311557788944723,6,2,8,True,True,UNCLEAR,0.5,2.25,952,528,0.1111111111111111,False,False,True,False,1.25,238.0,132.0
178295,0.3344051446945337,9,2,11,True,True,SAFE,1.0,4.0,757,259,0.08333333333333333,False,True,False,False,3.0,189.25,64.75
188313,0.427906976744186,10,1,11,True,True,SAFE,1.0,4.0,725,169,0.08333333333333333,False,True,False,False,3.0,181.25,42.25
184058,0.9166666666666666,17,9,26,True,True,SAFE,1.0,4.0,1716,1254,0.037037037037037035,False,True,False,False,3.0,429.0,313.5
184311,0.6428571428571429,3,1,4,True,True,SAFE,1.0,4.0,636,95,0.2,False,True,False,False,3.0,159.0,23.75
179513,0.4429752066115702,11,5,16,True,True,SAFE,1.0,4.0,771,395,0.058823529411764705,False,True,False,False,3.0,192.75,98.75
184000,0.9411764705882352,14,10,24,True,True,SAFE,1.0,4.0,1664,1154,0.04,False,True,False,False,3.0,416.0,288.5
183084,0.1949265687583444,15,9,24,True,True,SAFE,1.0,4.0,884,411,0.04,False,True,False,False,3.0,221.0,102.75
178266,0.458498023715415,4,1,5,True,True,SAFE,1.0,4.0,787,195,0.16666666666666666,False,True,False,False,3.0,196.75,48.75
180471,0.311864406779661,2,0,2,True,True,UNCLEAR,0.5,2.25,855,249,0.3333333333333333,False,False,True,False,1.25,213.75,62.25
180450,0.3706563706563706,3,1,4,True,True,SAFE,1.0,4.0,806,211,0.2,False,True,False,False,3.0,201.5,52.75
184302,0.28125,5,2,7,True,True,SAFE,1.0,4.0,721,219,0.125,False,True,False,False,3.0,180.25,54.75
180378,0.7186287192755498,48,42,90,True,False,UNCLEAR,0.5,1.25,1997,1717,0.01098901098901099,False,False,True,False,1.25,499.25,429.25
180371,0.9965277777777778,4,2,6,True,True,SAFE,1.0,4.0,3006,2307,0.14285714285714285,False,True,False,False,3.0,751.5,576.75
184303,0.9255968906163242,10,6,16,True,True,SAFE,1.0,4.0,2298,1903,0.058823529411764705,False,True,False,False,3.0,574.5,475.75
180482,0.3513620213185945,7,2,9,True,False,SAFE,1.0,3.0,1642,1123,0.1,False,True,False,False,3.0,410.5,280.75
180440,0.4624624624624625,3,1,4,True,True,SAFE,1.0,4.0,850,256,0.2,False,True,False,False,3.0,212.5,64.0
186341,0.7849056603773585,11,3,14,True,True,SAFE,1.0,4.0,1801,1428,0.06666666666666667,False,True,False,False,3.0,450.25,357.0
178297,0.2769726247987117,8,1,9,True,True,SAFE,1.0,4.0,1018,535,0.1,False,True,False,False,3.0,254.5,133.75
181753,0.2580931067337307,5,977,982,False,True,UNCLEAR,0.5,1.25,39496,5966,0.001017293997965412,False,False,True,False,0.25,9874.0,1491.5
184306,0.7481481481481481,11,6,17,True,True,SAFE,1.0,4.0,2961,2520,0.05555555555555555,False,True,False,False,3.0,740.25,630.0
179509,0.989388580090955,3,1,4,True,True,SAFE,1.0,4.0,4483,3924,0.2,False,True,False,False,3.0,1120.75,981.0
180358,0.51985559566787,14,3,17,True,True,SAFE,1.0,4.0,836,379,0.05555555555555555,False,True,False,False,3.0,209.0,94.75
184715,0.5994397759103641,8,1,9,True,True,UNCLEAR,0.6,2.3,931,625,0.1,False,False,True,False,1.3,232.75,156.25
178999,0.688298918387414,20,15,35,True,True,SAFE,1.0,4.0,1023,559,0.027777777777777776,False,True,False,False,3.0,255.75,139.75
183981,0.1714285714285714,5,0,5,True,True,SAFE,1.0,4.0,1190,672,0.16666666666666666,False,True,False,False,3.0,297.5,168.0
178975,0.6232745223512204,133,167,300,True,True,SAFE,1.0,4.0,6319,5225,0.0033222591362126247,False,True,False,False,3.0,1579.75,1306.25
184041,0.9440745672436752,8,6,14,True,True,SAFE,1.0,4.0,1332,764,0.06666666666666667,False,True,False,False,3.0,333.0,191.0
184040,0.9163449163449164,9,6,15,True,True,SAFE,1.0,4.0,1332,816,0.0625,False,True,False,False,3.0,333.0,204.0
182222,0.9511421319796954,20,0,20,True,True,SAFE,1.0,4.0,5025,4912,0.047619047619047616,False,True,False,False,3.0,1256.25,1228.0
183932,0.6452599388379205,5,3,8,True,True,SAFE,1.0,4.0,832,294,0.1111111111111111,False,True,False,False,3.0,208.0,73.5
179515,0.9707016191210486,3,0,3,True,True,UNCLEAR,0.5,2.25,3092,2586,0.25,False,False,True,False,1.25,773.0,646.5
181722,0.695910903568403,1,413,414,False,True,UNCLEAR,0.5,1.25,31883,16845,0.0024096385542168677,False,False,True,False,0.25,7970.75,4211.25
180366,0.9844651575676876,5,3,8,True,True,UNCLEAR,0.8,2.4,1814,1141,0.1111111111111111,False,False,True,False,1.4,453.5,285.25
187832,0.5103429688026413,297,305,602,True,True,SAFE,1.0,4.0,7300,8123,0.001658374792703151,False,True,False,False,3.0,1825.0,2030.75
186734,0.9195402298850576,3,1,4,True,True,SAFE,1.0,4.0,1194,677,0.2,False,True,False,False,3.0,298.5,169.25
184702,0.7646219686162625,6,3,9,True,True,SAFE,1.0,4.0,825,340,0.1,False,True,False,False,3.0,206.25,85.0
186764,0.4990476190476191,10,5,15,True,True,SAFE,1.0,4.0,949,595,0.0625,False,True,False,False,3.0,237.25,148.75
